390  CH+      H2CO              H3CO+    C                  9.60E-10    0.00       0.0
391  CH+      H2CO              HCO+     CH2                9.60E-10    0.00       0.0
392  CH       H2CO+             HCO      CH2+               3.10E-10    0.00       0.0
393  CH       HNO+              NO       CH2+               6.20E-10    0.00       0.0
394  CH       H3CO+             H2CO     CH2+               6.20E-10    0.00       0.0
395  CH+      O2                CO+      OH                 1.00E-11    0.00       0.0
396  CH+      O2                HCO+     O                  9.70E-10    0.00       0.0
397  CH+      O2                HCO      O+                 1.00E-11    0.00       0.0
398  CH       O2+               HCO+     O                  3.10E-10    0.00       0.0
399  N        CH2+              HCN+     H                  2.20E-10    0.00       0.0
400  N+       NH                N2+      H                  3.70E-10    0.00       0.0
401  N        NH+               N2+      H                  1.30E-09    0.00       0.0
402  N        NH2+              HN2+     H                  9.10E-11    0.00       0.0
403  N+       CH4               CH3+     N        H         4.70E-10    0.00       0.0
404  N+       CH4               HCN+     H2       H         5.60E-11    0.00       0.0
405  N+       CH4               HCNH+    H        H         3.80E-10    0.00       0.0
406  N        OH+               NO+      H                  8.90E-10    0.00       0.0
407  N+       NH3               NH2+     NH                 2.16E-10    0.00       0.0
408  N+       NH3               HN2+     H2                 2.16E-10    0.00       0.0
409  N        H2O+              NO+      H2                 2.80E-11    0.00       0.0
410  N        H2O+              HNO+     H                  1.12E-10    0.00       0.0
411  N        C2+               CN       C+                 4.00E-11    0.00       0.0
412  N        C2H+              CN       CH+                9.00E-11    0.00       0.0
413  N        CN+               N2+      C                  6.10E-10    0.00       0.0
414  N        C2H2+             HCN      CH+                2.50E-11    0.00       0.0
415  N+       CO                NO+      C                  1.45E-10    0.00       0.0
416  N+       HCO               CO       NH+                4.50E-10    0.00       0.0
417  N+       NO                N2+      O                  7.90E-11    0.00       0.0
418  N+       H2CO              HCO+     NH                 7.25E-10    0.00       0.0
419  N+       H2CO              NO+      CH2                2.90E-10    0.00       0.0
420  N+       O2                NO       O+                 3.66E-11    0.00       0.0
421  N+       O2                NO+      O                  2.63E-10    0.00       0.0
422  N        O2+               NO+      O                  1.80E-10    0.00       0.0
423  CH2      NH+               CH3+     N                  1.40E-09    0.00       0.0
424  CH2      CH3+              C2H3+    H2                 9.90E-10    0.00       0.0
425  CH2+     O                 HCO+     H                  7.50E-10    0.00       0.0
426  CH2      NH2+              CH3+     NH                 4.90E-10    0.00       0.0
427  CH2+     CH4               C2H4+    H2                 8.40E-10    0.00       0.0
428  CH2      OH+               O        CH3+               4.80E-10    0.00       0.0
